id,cara,fila,columna,color,cluster,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,meanH,meanS,meanV,meanR,meanG,meanB
19,derecha,1,1,verde,1,240.634077367066,257.066175865061,203.145945354025,203.760339361503,74.6325831815645,107.104887857004,0.385246508473781,0.743851084871596,0.666666666666667,0.170543173171492,0.666666666666667,0.325169478137068
20,derecha,1,2,blanco,6,303.911781363246,214.295293536957,268.436783073966,163.620504929289,70.6396825945288,101.796761538285,0.0833333333333332,0.106012749049021,0.733203894803051,0.733203894803051,0.693993197963035,0.654939797821019
21,derecha,1,3,amarillo,3,361.618204172556,175.290170663001,327.954850483798,127,67.0451495162023,96.9876434748947,0.141329598801099,0.735050117761272,0.729956217278832,0.729956217278832,0.645134290882317,0.192274408589723
22,derecha,2,1,naranja,2,231.921056715986,318.039001899161,195.8064986623,266.454682944142,71.9103914650179,103.627942584444,0.0685026220807554,0.934955088737435,0.896294024735091,0.896294024735091,0.403302289112549,0.058713986360134
23,derecha,2,2,naranja,2,293.317570122474,274.094000502441,259.074436305545,224.97566384442,68.1974202315338,98.654520529112,0.0662789557475278,0.934708191166876,0.829130265705721,0.829130265705721,0.361846847012124,0.0543860619619688
24,derecha,2,3,amarillo,3,349.493947825264,233.885349234779,316.941219677332,187.009084501313,64.8424938551166,94.1342819113185,0.149865311638427,0.701976283805191,0.686274509803922,0.686274509803922,0.635311294364318,0.204149971176855
25,derecha,3,1,blanco,5,223.838022209197,374.60324942553,189,324.63525830963,69.3796536517321,100.36474169037,0.203703703703703,0.0438829379942263,0.696417958398244,0.689059422169591,0.696417958398244,0.665868887272713
26,derecha,3,2,blanco,5,283.456529524057,329.754347810795,250.362669359042,282.102040180374,65.9181873067309,95.6959064665162,0.222222222222222,0.0384525468232899,0.643187327483969,0.635294117647059,0.643187327483969,0.619184368528948
27,derecha,3,3,blanco,5,338.174262453839,288.59212602304,306.661335152638,243.051492519521,62.7797051853249,91.439788132296,0.190274706524555,0.0431900668302043,0.650980392156863,0.647058823529412,0.650980392156863,0.624291544406127
10,izquierda,1,1,naranja,2,42.4080949864852,165.393106763776,10,108,63.6342526728525,112.693061996057,0.0774722400082145,0.935785160782703,0.979544979933662,0.979544979933662,0.490039549722772,0.0627450980392157
