id,cara,fila,columna,color,cluster,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,meanH,meanS,meanV,meanR,meanG,meanB
19,derecha,1,1,rojo,5,200.829271268183,215.981529567978,165.289505428227,164.606333780466,70.6249275762075,103.017235836349,0.995108581605785,0.863760904624951,0.845841366589084,0.845841366589084,0.115095053227351,0.136127454117408
20,derecha,1,2,azul,1,264.062235498491,183.060773410209,231.683691357333,135.732681537401,64.6027062017084,94.8829269354233,0.547336818869696,0.949984622572978,0.628362309846368,0.0313899645089976,0.458823529411765,0.628362309846368
21,derecha,1,3,amarillo,2,318.206407732751,154.871883118806,288.280358945458,111,59.7196410545415,87.9388121022918,0.149042517701371,0.721419533200137,0.792086570858462,0.792086570858462,0.729411764705882,0.220877694706525
22,derecha,2,1,azul,1,198.490789581234,279.366502346571,165.564410493046,231.578660124126,65.4635702438881,95.8057435619852,0.54969783943102,0.964018231812809,0.653388225251504,0.0235294117647059,0.466134694648687,0.653388225251504
23,derecha,2,2,amarillo,2,257.61232765895,244.098330700008,227.415981001724,199.831072079889,60.2584401977548,88.7322086428477,0.156256785618175,0.72615582156885,0.769041510163422,0.769041510163422,0.734116111874267,0.211340709113634
24,derecha,2,3,verde,4,308.772519076889,213.579395112996,280.720065773261,172.349770789825,55.9885653697164,82.6309513337368,0.39652908098063,0.866213133428055,0.686283646113465,0.0916872615429156,0.686283646113465,0.317472683464863
25,derecha,3,1,verde,4,196.47032320979,334.131611976793,165.799135948175,289.463608955571,61.0054281193109,89.5363910444293,0.395263620395,0.825236552988035,0.72659322079674,0.125830596525631,0.72659322079674,0.348191640512661
26,derecha,3,2,rojo,5,251.980250188402,297.396495545353,223.690535993917,255.818889420118,56.4616096027444,83.3290955840837,0.996114879065826,0.851863198849567,0.784417358176602,0.784417358176602,0.116255821871099,0.132236366195763
27,derecha,3,3,naranja,6,300.459064057448,265.314398362561,274.059443577372,226.427433673804,52.6962434765291,77.9262401707744,0.0624169816162213,0.918924490265392,0.845541850281535,0.845541850281535,0.360229312415767,0.0686541856115549
10,izquierda,1,1,blanco,2,34.4709961881068,133.64781981243,10,87.9999999999999,49.4568305100012,92.256010759041,0.166666666666667,0.0684435225646939,0.74499779025278,0.744166893177389,0.741560382989145,0.693532837904678
11,izquierda,1,2,verde,4,81.1125996438318,168.906282070039,54.3230973689315,119.505946277518,54.1850773677649,99.9182810282841,0.40390260009527,0.938318063946239,0.690196078431373,0.0423961074453655,0.690196078431373,0.316818744212848
12,izquierda,1,3,azul,1,135.261678101728,209.839978547785,105.695289561391,156.022562296065,59.8561644278243,108.951558687962,0.54775828460039,0.965608417895685,0.698039215686274,0.0239950647999283,0.505882352941176,0.698039215686274
13,izquierda,2,1,amarillo,2,40.7122705199098,191.230544733523,17.2961409121818,147.098741388672,47.3019817275417,89.1488811512483,0.154806205407743,0.729453515938679,0.76078431372549,0.76078431372549,0.72156862745098,0.205800232008241
14,izquierda,2,2,azul,1,85.4950120630039,228.827234040604,59.9670130543236,181.207697428258,51.6047354645442,96.262679616554,0.551064229440204,0.96391657948432,0.647058823529412,0.0233101340049707,0.454901960784314,0.647058823529412
