id,cara,fila,columna,color,cluster,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,meanH,meanS,meanV,meanR,meanG,meanB
19,derecha,1,1,naranja,5,233.331861898521,252.009037528853,196.543523990783,196.112518988631,74.214733408232,110.840094709523,0.0786533933304384,0.935792437062533,0.979365540025149,0.979365540025149,0.494629527079645,0.0627450980392157
20,derecha,1,2,amarillo,2,299.336408685108,209.009061435551,263.053965596718,154.376497208896,73.1758639677532,108.360379514045,0.139515591769482,0.729573632636584,0.811764705882353,0.811764705882353,0.715321775269607,0.219410469854963
21,derecha,1,3,rojo,4,361.639704969551,168.420338670328,325.864811787992,115,72.1351882120076,105.980608273566,0.0161934375953881,0.873281967818024,0.784991225000915,0.784991225000915,0.166767609614009,0.100034499871153
22,derecha,2,1,blanco,3,226.652547115451,316.640873308728,191.55899015072,263.813119567292,70.7681876631602,104.79504110919,0.304973344485493,0.0544554455445543,0.776033084675603,0.741176470588235,0.776033084675603,0.733724122290055
23,derecha,2,2,naranja,5,289.955906839895,273.73776720205,255.321319719922,222.033712942862,69.8267014705811,102.588992681896,0.0700884879486774,0.934958898771197,0.858823529411765,0.858823529411765,0.39247133139866,0.0553015525774351
24,derecha,2,3,rojo,4,349.860502502643,233.138133388238,315.68663820048,182.515012982122,68.8829559912481,100.465613053499,0.0151451176374598,0.87904422420957,0.756862745098039,0.756862745098039,0.152518084354754,0.0916687038020336
25,derecha,3,1,azul,1,220.547944951792,375.711550070827,187,325.642378187495,67.6272845239955,99.3576218125052,0.552924031087193,0.952759967519949,0.706342931060597,0.0333236437693594,0.494271919253716,0.706342931060597
26,derecha,3,2,naranja,5,281.361204951394,333.044181599854,248.231515975778,283.979625936172,66.770170786161,97.3841212994804,0.0731286372492732,0.931986202354238,0.82328287319604,0.82328287319604,0.392156862745098,0.0559455400302245
27,derecha,3,3,rojo,4,339.042629832436,292.57414908809,306.332985311885,244.478583990781,65.9105221738193,95.4795184306337,0.0134972840809123,0.860821575315904,0.764705882352941,0.764705882352941,0.159946012223322,0.106476818560651
10,izquierda,1,1,amarillo,2,41.3262151225489,164.104012394622,10,108,61.8056566802103,110.691486822749,0.14494747335293,0.708881825143266,0.859575268726847,0.859575268726847,0.779519273266677,0.251175619389983
11,izquierda,1,2,amarillo,2,97.4255892617474,205.237035250221,64.5779670276005,145.521893896503,64.7424127588611,117.698087913867,0.154572258470505,0.66475900780237,0.893711457542278,0.893711457542278,0.847539602372342,0.299191033589408
12,izquierda,1,3,blanco,3,162.518351275521,252.964164273142,128.046759508243,189.156155612289,73.9119634843411,125.619057709799,0.25,0.0507771257309251,0.929411764705882,0.910555558874039,0.929411764705882,0.881819137853979
13,izquierda,2,1,rojo,4,50.6211285683511,231.116982524511,22.2111426360814,180.872947989518,56.1189408699636,99.2482717119191,0.0172101449275362,0.892650203218134,0.809543736098616,0.809543736098616,0.161077805216203,0.0865082514138786
14,izquierda,2,2,azul,1,102.063373072794,272.881860249015,72.4129151028698,219.779062641863,58.5207412661097,104.808333228004,0.553484956932501,0.966850828729282,0.715360235410022,0.0235294117647059,0.491008223642419,0.715360235410022
