id,color_pre_hsv,cara_geometrica,fila_geometrica,columna_geometrica,area,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,solidez,extent,aspect_ratio,major_axis,minor_axis,meanH,meanS,meanV,meanR,meanG,meanB,cluster_kmeans,color_kmeans,score
1,geometrico,superior,1,1,9793.03839063628,73.3016789713211,116.295915817613,10,78.4145962240784,126.840159061387,77.2077113676335,1,1,1.64284314111349,126.840159061387,77.2077113676335,0.549094401956289,0.96536256087211,0.81171681824599,0.0278076596194076,0.580392156862745,0.81171681824599,4,azul,1
2,geometrico,superior,1,2,9319.53683175219,135.943153213193,80.2526731708267,73.5841155244048,43.645179624306,124.947439167773,74.5876577689472,1,1,1.67517579858623,124.947439167773,74.5876577689472,0.0143038813198498,0.887297003222109,0.831372549019608,0.831372549019608,0.157123141403808,0.0938763354771878,3,rojo,1
3,geometrico,superior,1,3,8875.8183258246,196.522511418728,45.3959503108604,135.078856181249,9.99999999999999,123.109580819294,72.0968934079384,1,1,1.70755735788386,123.109580819294,72.0968934079384,0.149092748855588,0.703063044930929,0.835294117647059,0.835294117647059,0.772549019607843,0.247625913727764,1,amarillo,1
4,geometrico,superior,2,1,10442.6090489989,139.082662631905,158.476484085019,74.3142804092005,119.01479487995,129.784206580086,80.4613236399845,1,1,1.61300113779871,129.784206580086,80.4613236399845,0.0902521689849714,0.929395276516723,0.979645696178129,0.979645696178129,0.561474506970724,0.0691173563989254,3,naranja,1
5,geometrico,superior,2,2,9927.11890627131,201.907651185271,120.960381131072,138.126214193229,82.8522756478736,127.802374781016,77.6755433792294,1,1,1.64533608934096,127.802374781016,77.6755433792294,0.143352635052539,0.672100972189853,0.92156862745098,0.92156862745098,0.831727954822079,0.300745881593391,1,amarillo,1
6,geometrico,superior,2,3,9444.72851093287,262.622044628633,84.7046254571537,199.798339235164,47.8825961878277,125.879345378356,75.030009748977,1,1,1.67771996564444,125.879345378356,75.030009748977,0.367820327690221,0.0245047707146391,0.805119302314379,0.784960853292136,0.805119302314379,0.789593995240751,6,blanco,1
7,geometrico,superior,3,1,11151.2361347837,207.717700166752,202.487149860596,141.413553558908,161.342781666399,132.867108528547,83.9277399672455,1,1,1.58311314686182,132.867108528547,83.9277399672455,0.0184406517226527,0.884173212257819,0.957494062997958,0.957494062997958,0.205681108911081,0.110792071141374,3,rojo,1
8,geometrico,superior,3,2,10588.9770970966,270.684227187444,163.403465767101,205.414497735641,123.699309867519,130.789782392781,80.9618068275114,1,1,1.61545038973041,130.789782392781,80.9618068275114,0.236909162190587,0.024602123661517,0.920364711537346,0.909803921568628,0.920364711537346,0.898015275452224,5,blanco,1
9,geometrico,superior,3,3,10063.5891676163,331.49108850912,125.660298546963,267.224418687145,87.3230591875742,128.775581312858,78.1482720949008,1,1,1.64783657860633,128.775581312858,78.1482720949008,0.140915552795362,0.672098758718971,0.909703529424425,0.909703529424425,0.81919671040645,0.301960784313725,1,amarillo,1
10,geometrico,izquierda,1,1,7221.72608109701,43.3451042700869,169.812928537632,10,114,65.6854440711785,109.944085530903,1,1,0.597444089456869,109.944085530903,65.6854440711785,0.0175167788234652,0.896748024854174,0.884320656464102,0.884320656464102,0.174705457405838,0.091217705225353,3,rojo,1
