id,color_pre_hsv,cara_geometrica,fila_geometrica,columna_geometrica,area,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,solidez,extent,aspect_ratio,major_axis,minor_axis,meanH,meanS,meanV,meanR,meanG,meanB,cluster_kmeans,color_kmeans,score
1,geometrico,superior,1,1,12036.4188088588,95.6723904082759,100.479335670564,10.0000000000001,62.5405849057304,159.655494011504,75.389944351001,1,1,2.11772929912481,159.655494011504,75.389944351001,0.987424942395055,0.892105709320124,0.917409861924866,0.917409861924866,0.0984511055917923,0.159489446204698,3,rojo,1
2,geometrico,superior,1,2,9922.36114220124,165.920023729873,71.3696059546275,91.2307568783956,35.6643880753775,139.790173832433,70.9803906109681,1,1,1.96941961898463,139.790173832433,70.9803906109681,0.987414281842359,0.829817043312672,0.886274509803922,0.886274509803922,0.150638875514492,0.205605521265571,3,rojo,1
3,geometrico,superior,1,3,8274.16202285549,227.820634795945,45.7187765646119,162.143787367912,12.0000000000004,123.392880641517,67.0554247525326,1,1,1.84016253862976,123.392880641517,67.0554247525326,0.411660162533918,0.816232503659395,0.793071470704219,0.145376184248837,0.793071470704219,0.450038109418789,5,verde,1
4,geometrico,superior,2,1,9482.58288811036,174.729067919159,142.197427717975,101.648869822647,107.353030701525,136.884845802265,69.2741613034966,1,1,1.97598705240991,136.884845802265,69.2741613034966,0.442567791210772,0.940707110459541,0.831328529108671,0.0493206871065527,0.780971979135987,0.530953345922316,5,verde,1
5,geometrico,superior,2,2,7930.3973856213,235.407756966979,112.678454973308,171.046222024598,79.7249996052987,121.005154780899,65.5376822580881,1,1,1.84634473804519,121.005154780899,65.5376822580881,0.547133917064252,0.969213791181937,0.772549019607843,0.0236405643308678,0.559117451349658,0.77232453129587,1,azul,1
6,geometrico,superior,2,3,6698.03172722261,289.353929275471,86.4347174265321,232.250088091916,55.1787962865303,107.718372011985,62.1809594975813,1,1,1.73233692246538,107.718372011985,62.1809594975813,0.0717644767135428,0.831821241267324,0.983498567229639,0.983498567229639,0.517647058823529,0.165275939510415,2,naranja,1
7,geometrico,superior,3,1,7604.78907714931,242.824117234677,178.131084744311,179.73480495914,145.917187205859,118.693353566574,64.070892334202,1,1,1.85253161369212,118.693353566574,64.070892334202,0.542624662706903,0.967102015879384,0.844028295552052,0.0274509803921569,0.635294117647059,0.844028295552052,1,azul,1
8,geometrico,superior,3,2,6439.21808395545,295.789472133652,148.573987020641,239.739352007519,117.981130720598,105.794609700191,60.8652756714485,1,1,1.73817679346877,105.794609700191,60.8652756714485,0.543592915892779,0.962785624624911,0.819670396380925,0.0311037339651943,0.614603489618704,0.819670396380925,1,azul,1
9,geometrico,superior,3,3,5499.15330489382,343.243153048016,122.092656218478,293.125780657964,92.9667338880135,94.8742193420365,57.9625671023285,1,1,1.63681879676832,94.8742193420365,57.9625671023285,0.544836808276235,0.961516729242404,0.807590274158947,0.0312820002248907,0.598641365281568,0.807590274158947,1,azul,1
10,geometrico,izquierda,1,1,5533.99593876185,36.2695571581133,144.747862594597,9.99999999999999,93,53.0028943250577,104.409315929481,1,1,0.507645259938838,104.409315929481,53.0028943250577,0.146615232061666,0.776119402985075,0.79763777288597,0.79763777288597,0.722043713178945,0.179062795791713,6,amarillo,1
11,geometrico,izquierda,1,2,8945.01133255007,91.696193208929,179.406153456998,60.003924030897,117.742076417903,71.7770558543691,124.622154337159,1,1,0.575957430973147,124.622154337159,71.7770558543691,0.0750474785896332,0.942812248289356,0.95242344785242,0.95242344785242,0.46846041830116,0.0549019607843137,2,naranja,1
12,geometrico,izquierda,1,3,18798.1835191469,172.563614477547,229.97257435706,124.780545073505,153.697592779013,121.653250661152,154.522656953135,1,1,0.787284227827168,154.522656953135,121.653250661152,0.543094386084842,0.967637054967037,0.887288814908178,0.0288881129055834,0.661574979409565,0.879282420273368,1,azul,1
13,geometrico,izquierda,2,1,4317.21157292124,42.2593618695989,211.655389439744,19.1380927160343,165.689373877546,46.6003384686815,92.6433522757069,1,1,0.503007904226077,92.6433522757069,46.6003384686815,0.995021848550765,0.883031659514414,0.777945526120729,0.777945526120729,0.0909556563957994,0.112017694720808,3,rojo,1
14,geometrico,izquierda,2,2,6539.7496025996,90.7670850142708,252.101426504015,63.5478262725915,198.482766211671,60.4406790753872,108.201127165408,1,1,0.558595651069242,108.201127165408,60.4406790753872,0.997326783058494,0.888038735917227,0.774196324005407,0.774196324005407,0.0867084252032834,0.0979334625071592,3,rojo,1
15,geometrico,izquierda,2,3,12239.4915770937,157.77181169389,307.970378561043,119.089185798169,243.649728581013,94.1352521355386,130.020277201477,1,1,0.724004395019619,130.020277201477,94.1352521355386,0.241256142912191,0.0492549061603292,0.807843137254902,0.794221882448311,0.801334509834103,0.768177902019486,4,blanco,1
16,geometrico,izquierda,3,1,3461.19506058677,46.941659345511,263.957753065361,26.2949936460105,222.61926763872,41.5777247887696,83.2463795979925,1,1,0.499453849999889,83.2463795979925,41.5777247887696,0.392423723385119,0.808063247176568,0.689829380624757,0.13227787631458,0.689829380624757,0.330097157114505,5,verde,1
17,geometrico,izquierda,3,2,4990.67067687065,90.0692257038051,306.703326922488,66.2165006172442,259.283147465745,52.2114038151362,95.5858358940322,1,1,0.546225320172106,95.5858358940322,52.2114038151362,0.155125095794046,0.702702702702703,0.727469309805238,0.727469309805238,0.692131140249991,0.215686274509804,6,amarillo,1
18,geometrico,izquierda,3,3,8586.80564825292,147.26192537634,363.389455410019,114.827522916906,307.796681938259,76.5289814649503,112.203318061741,1,1,0.682056313368908,112.203318061741,76.5289814649503,0.0656786333327568,0.932735530288939,0.909759770342701,0.909759770342701,0.395778722484648,0.0610688125657323,2,naranja,1
19,geometrico,derecha,1,1,6083.73391486085,261.774855753924,224.08601651447,226.217229009312,181.377556196178,68.4410673213653,88.8901087163743,1,1,0.769951441276141,88.8901087163743,68.4410673213653,0.00496611090514349,0.827553415151945,0.784313725490196,0.784313725490196,0.1550628446528,0.135470971861503,3,rojo,1
20,geometrico,derecha,1,2,5423.64851533935,311.416406402922,194.292415510045,278.392065854623,153.295299372186,63.6003108306468,85.2770756070877,1,1,0.745807831446799,85.2770756070877,63.6003108306468,0.00743814450639229,0.803628630827725,0.768627450980392,0.768627450980392,0.182606060600261,0.150314345048884,3,rojo,1
21,geometrico,derecha,1,3,4829.14569556279,359.614063081814,165.365403084654,328.989483023725,126,59.0105169762745,81.8353395803053,1,1,0.721088435374149,81.8353395803053,59.0105169762745,0.0693915255548784,0.871244635193133,0.913725490196079,0.913725490196079,0.450504506802704,0.117647058823529,2,naranja,1
