id,cara,fila,columna,color,cluster,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,meanH,meanS,meanV,meanR,meanG,meanB
19,derecha,1,1,naranja,3,240.873662899102,250.390286126021,196.025540275049,189.640475446067,84.5919373547559,122.507841768045,0.0637649592380623,0.963664756282459,0.861864954692596,0.861864954692596,0.346290478058887,0.0313725490196078
20,derecha,1,2,naranja,3,312.229814293196,209.564235320992,276.947441145516,155.921015449279,70.0533251667414,108.07543959694,0.061305413292048,0.959943540151341,0.784313725490196,0.784313725490196,0.308377578768025,0.0313725490196078
21,derecha,1,3,naranja,3,369.104920960134,177.023438922071,337.801842145562,129,62.1981578544384,96.6810743851372,0.0560589694171531,0.95627455265049,0.799526144122953,0.799526144122953,0.290196078431373,0.0352941176470588
22,derecha,2,1,naranja,3,240.413475485407,320.359581129638,200.510140309259,265.104347362761,75.7191770794636,111.335433753337,0.0610488148345289,0.958657874792704,0.808814825255904,0.808814825255904,0.317022973518919,0.0334790598769492
23,derecha,2,2,naranja,3,305.437489673952,275.988358019764,273.285123056533,226.670679550378,63.88007309939,99.2954504135595,0.0573159703035056,0.955431112250311,0.771467945112408,0.771467945112408,0.287368008160832,0.034348920241981
24,derecha,2,3,naranja,3,358.335262166395,239.891865138353,329.519899401583,195.361509404786,57.2854145179336,89.6008166387967,0.0562316206369675,0.95215259897235,0.782088855670467,0.782088855670467,0.289890777263975,0.0375535891480026
25,derecha,3,1,naranja,3,240.036692523446,377.647628201898,204.095186718968,326.982676210218,68.5359582524586,102.017323789782,0.0610650396944374,0.945649666743173,0.801824553041447,0.801824553041447,0.321771215230057,0.0434795450386072
26,derecha,3,2,naranja,3,299.760004446246,331.510141286295,270.227599994271,285.878474425063,58.7065688106296,91.8236614286416,0.0624804365567601,0.939465463048173,0.776431382639402,0.776431382639402,0.320633277233339,0.0470588235294118
27,derecha,3,3,naranja,3,349.180788040487,293.33156941832,322.487009510939,251.825606908033,53.0915247880488,83.4773853755449,0.059738380142852,0.936620051981524,0.799128314314156,0.799128314314156,0.319393212055369,0.0505897144717732
10,izquierda,1,1,blanco,5,42.4577104882858,161.7231845495,10,109,64.9770839522918,105.546532308291,0.119165302408164,0.108758264437385,0.718453890007673,0.718453890007673,0.697664545547464,0.641513122791808
11,izquierda,1,2,blanco,2,99.1220209762991,201.289879171178,64.6145267762242,145.289904434397,69.0845785835922,112.112882869773,0.167316107779089,0.0661653268142207,0.727082957017718,0.725773730285987,0.7265992976094,0.67843137254902
12,izquierda,1,3,blanco,4,163.207298284811,246.038373861639,126.373904723987,186.327372960588,73.7459371400496,119.550312727685,0.169660785853978,0.0654976760484033,0.806283185177409,0.80404053401608,0.803854936630368,0.753277544796473
13,izquierda,2,1,blanco,5,54.058158536546,227.384102041936,23.3092053216935,177.394527347591,61.5532234210103,100.069080023055,0.124107273973376,0.0946730018868829,0.662829692974002,0.662829692974002,0.647058823529412,0.600186569964954
14,izquierda,2,2,blanco,5,108.217141067133,268.540533713111,75.6346776527314,215.61470481662,65.226945822902,105.952399306237,0.144444444444444,0.0856929729857719,0.683354510073105,0.683354510073105,0.675994090036674,0.625396930042466
