id,cara,fila,columna,color,cluster,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,meanH,meanS,meanV,meanR,meanG,meanB
19,derecha,1,1,naranja,1,215.079958236726,208.958634065671,176.272992563306,155.673674751215,73.6249915211122,107.890299779807,0.0728974011853467,0.938934115477553,0.938327175462915,0.938327175462915,0.440900514047546,0.0575134798548535
20,derecha,1,2,rojo,6,276.849667252818,177.99088845632,246.113678728171,131.27869725851,60.8158328017622,94.443334995961,0.00720544368887581,0.844168451015348,0.745203823861837,0.745203823861837,0.14258181130736,0.116194033345129
21,derecha,1,3,naranja,1,325.539642375177,153.580561981865,298.563799211479,112,53.4362007885215,83.9711726676766,0.0671889267930003,0.929589636809119,0.883870762055363,0.883870762055363,0.392353582713064,0.0623816674908503
22,derecha,2,1,naranja,1,214.058076151998,275.50245740243,179.4272326138,226.697029578328,66.0586064236999,98.6994548255032,0.0668071487349794,0.939616646809138,0.894117647058823,0.894117647058823,0.390526088448572,0.0538729839856707
23,derecha,2,2,amarillo,5,270.495993486853,240.07772452066,242.43173146497,196.8360605488,55.5816845494305,87.3426471491051,0.152373529036725,0.764827219915585,0.737254901960784,0.737254901960784,0.688087482641458,0.172933678397787
24,derecha,2,3,blanco,4,315.93347403247,211.557703103161,291.035833149183,172.74413058643,49.3570081400342,78.3226235798734,0.177083333333333,0.0897346599975535,0.698039215686274,0.694117647058824,0.698039215686274,0.635294117647059
25,derecha,3,1,verde,2,213.219908508578,330.083000915092,181.952072866623,285.078669787263,59.906955450574,90.9213302127374,0.388546483823532,0.805110507711924,0.696123327505947,0.135516786182185,0.696123327505947,0.321250343323887
26,derecha,3,2,blanco,4,265.171231931098,292.110235154861,239.35147817964,251.872213511085,51.1767741248292,81.2103360162956,0.214285714285714,0.0795454545454546,0.685877797300969,0.670588235294118,0.685877797300969,0.631372549019608
27,derecha,3,3,azul,3,307.742488545502,260.993638905906,284.62608673317,224.61243125839,45.8556143002585,73.3658927963258,0.545818437875015,0.948406105837571,0.669015244794512,0.0343997140917317,0.494117647058824,0.669015244794512
10,izquierda,1,1,azul,3,38.3721007423483,131.612950671067,9.99999999999999,84.0000000000001,56.9142926374383,95.5113416674252,0.545880149812734,0.963165785395914,0.726700943652612,0.0271432208425936,0.533333333333333,0.726700943652612
11,izquierda,1,2,naranja,1,91.2132544968076,165.471366068726,61.667349142025,116.057737970549,59.2752881607288,99.1341104432412,0.0762108262108262,0.939091672467935,0.976470588235294,0.976470588235294,0.47843137254902,0.0592910996818704
12,izquierda,1,3,blanco,4,147.97091947059,201.83931909665,117.151955165289,150.483946994812,61.8364270048713,103.04151323272,0.213840938675708,0.0640946141621261,0.862745098039216,0.847058823529412,0.862745098039216,0.806688458822606
13,izquierda,2,1,azul,3,44.6636594285457,193.632598086116,17.056302242609,147.15390507135,55.3756268415781,93.228292122833,0.546161956013439,0.9637673390564,0.702192788682609,0.025385665203492,0.513725490196078,0.702192788682609
14,izquierda,2,2,azul,3,96.2099663009837,228.674196321191,67.4926659909577,180.481945226205,57.6078101315161,96.6751756230041,0.55080889884613,0.969528941232782,0.662745098039216,0.0201930134231565,0.46725856059338,0.662745098039216
15,izquierda,2,3,amarillo,5,151.463467216297,266.235975188245,121.54513350366,216.199484593648,60.0236303743377,100.38566470734,0.15093550435241,0.727519896581917,0.871362760233929,0.871362760233929,0.811764705882353,0.237525297634357
16,izquierda,3,1,naranja,1,50.6163372387306,252.311694535294,23.7336040441535,206.915756195174,53.9179234928457,91.0493256988577,0.0683306233276811,0.933922891707471,0.898389335584563,0.898389335584563,0.403921568627451,0.0592122940326498
17,izquierda,3,2,verde,2,100.928459202873,288.35786782618,72.9945722064404,241.329441683395,56.0315539285141,94.3325859351105,0.409546001204656,0.924633282786715,0.727883420434093,0.0549019607843137,0.727883420434093,0.362741143872837
18,izquierda,3,3,rojo,6,154.754757015788,326.921776141437,125.685918597154,278.139587530856,58.3140814028459,97.8604124691437,0.00091030962496404,0.84807730112762,0.853731238474839,0.853731238474839,0.131165102006206,0.129438985838079
1,superior,1,1,naranja,1,68.6723836933884,88.8035869690493,10,59.0893918248212,116.506366762745,59.4923033467769,0.0770922410482852,0.908434871489155,0.979609102298712,0.979609102298712,0.500147604734702,0.0896807196642924
2,superior,1,2,azul,3,129.962578374975,63.7832160598661,72.2203235922953,34.3415640578915,114.666187484747,58.9461056312033,0.548158926099893,0.959183673469388,0.772549019607843,0.0313725490196078,0.557432954391501,0.772549019607843
3,superior,1,3,rojo,6,190.245561728599,39.1740169725454,133.410861861181,10.0000000000002,112.870511248273,58.4097528086005,0.984126563166887,0.788284933830789,0.858568403930328,0.858568403930328,0.181132972205875,0.243145684611791
4,superior,2,1,verde,2,124.203883046311,123.453099102544,66.2946995275131,93.8843678270401,114.995921608772,59.2006714415342,0.4216274866594,0.887754996177389,0.792156862745098,0.0887796681846266,0.792156862745098,0.460399350833916
5,superior,2,2,naranja,1,184.663243884074,98.2999147039592,127.666214966591,69.0010111109882,113.191185786086,58.6599229883251,0.0726410662574496,0.792050764666762,0.980392156862745,0.980392156862745,0.540864165548329,0.203823623612075
6,superior,2,3,naranja,1,244.135053261825,73.5575858558228,188.02817734872,44.5236761125166,111.429828270892,58.1288702385667,0.0654152244313776,0.762096774193548,0.980392156862745,0.980392156862745,0.521748539385949,0.232582769364312
7,superior,3,1,verde,2,179.056991227858,157.67932133035,121.896760920492,128.25472748485,113.513575730003,58.9117038433987,0.423868871602123,0.895279633768393,0.834995306050353,0.0869869751670111,0.834995306050353,0.492584784709453
8,superior,3,2,verde,2,238.701137140584,132.398397044844,182.435534782251,103.240953799406,111.743403601533,58.3763275010573,0.429002911406151,0.872018287908209,0.810553360660213,0.103312686985721,0.810553360660213,0.508620183140091
9,superior,3,3,verde,2,297.376901600687,107.527933464384,241.984480296454,78.6328798338316,110.015519703545,57.8505005541973,0.419513655966569,0.737489548636166,0.823533015799679,0.217088002479766,0.823533015799679,0.52944370082043
